Frequency (Hz),Realised Gain (dB),Antenna Factor (dB),S11 (dB)
436000000,3.735361807,19.27436798,-14.71111903
436761904.8,4.343342087,18.68155294,-15.72867584
437523809.5,4.870100586,18.16993325,-16.4829419
438285714.3,5.334900872,17.72024543,-16.94137379
439047619,5.709373745,17.36085878,-17.08783035
439809523.8,5.956412533,17.12888006,-16.95857055
440571428.6,6.048146317,17.05218027,-16.80463256
441333333.3,6.013793718,17.10154089,-16.66628228
442095238.1,5.887273814,17.24304293,-16.56923304
442857142.9,5.730612718,17.41466036,-16.54696707
443619047.6,5.595145158,17.56505854,-16.57526285
444380952.4,5.530360587,17.64474812,-16.60697801
445142857.1,5.497169606,17.69281857,-16.63377139
445904761.9,5.431865669,17.77297654,-16.67498146
446666666.7,5.235479023,17.98419185,-16.70043834
447428571.4,4.909940965,18.3245333,-16.75226885
448190476.2,4.529711033,18.71954144,-16.83441439
448952381,4.296241885,18.9677637,-16.94071549
449714285.7,4.306453548,18.97228013,-17.08993267
450476190.5,4.570230051,18.72320678,-17.29468753
451238095.2,4.918839462,18.38927568,-17.5431794
452000000,5.246617944,18.07615075,-17.81835954
452761904.8,5.469388425,17.86800914,-18.1963872
453523809.5,5.595523761,17.75647808,-18.55528752
454285714.3,5.66047533,17.70610627,-18.88641171
455047619,5.727061892,17.65407503,-19.17453824
455809523.8,5.848831341,17.54683656,-19.29474648
456571428.6,6.013138109,17.3970365,-19.30261949
457333333.3,6.173296767,17.25136037,-19.25085457
458095238.1,6.279539281,17.15957627,-19.17842247
458857142.9,6.338492597,17.11505733,-19.16105583
459619047.6,6.376995535,17.09096484,-19.23672445
460380952.4,6.421333679,17.06101326,-19.41752328
461142857.1,6.450035752,17.04667397,-19.71037124
461904761.9,6.433321983,17.07772681,-20.12623651
462666666.7,6.342721748,17.18264248,-20.62479197
463428571.4,6.183015018,17.35664109,-21.18073433
464190476.2,5.977399894,17.57652462,-21.76191817
464952381,5.758098109,17.81007141,-22.31248705
465714285.7,5.555199757,18.02719144,-22.8232367
466476190.5,5.386580723,18.21000891,-23.26046465
467238095.2,5.276675238,18.33408966,-23.5705897
468000000,5.230146,18.39477106,-23.69463291
468761904.8,5.253326845,18.38571936,-23.64482757
469523809.5,5.342560739,18.31059166,-23.46550254
470285714.3,5.515207644,18.15202809,-23.19398646
471047619,5.765476905,17.91581935,-22.86138383
471809523.8,6.052155551,17.64317851,-22.44544468
472571428.6,6.330696946,17.37865227,-22.05539215
473333333.3,6.556680143,17.16666165,-21.68567931
474095238.1,6.724064043,17.01324782,-21.32246387
474857142.9,6.810283505,16.940976,-20.89933285
475619047.6,6.829118266,16.93606651,-20.50365384
476380952.4,6.796132134,16.98295563,-20.08597713
477142857.1,6.748549968,17.04441857,-19.63738666
477904761.9,6.685125962,17.1217012,-19.17761191
478666666.7,6.586662148,17.23400156,-18.70575503
479428571.4,6.428155052,17.40632319,-18.19500267
480190476.2,6.223976933,17.62429391,-17.63860696
480952381,6.018102527,17.84393905,-17.03200999
481714285.7,5.847060849,18.02872967,-16.41028218
482476190.5,5.717555552,18.17196218,-15.76850207
483238095.2,5.614916806,18.28830647,-15.12928316
484000000,5.53323885,18.38366838,-14.5208364
484761904.8,5.460458844,18.47011082,-13.95841977
485523809.5,5.366996312,18.57721433,-13.44510012
486285714.3,5.216406879,18.74142335,-12.98043018
487047619,5.03516826,18.93626023,-12.56299324
487809523.8,4.899535689,19.08546981,-12.19572895
488571428.6,4.880988218,19.1175731,-11.87760233
489333333.3,4.962046018,19.05005,-11.5942883
490095238.1,5.074674595,18.95093506,-11.33815979
490857142.9,5.186381271,18.85272103,-11.10642967
491619047.6,5.313524095,18.73904993,-10.90844394
492380952.4,5.496294814,18.56973007,-10.72129216
493142857.1,5.711446027,18.36800891,-10.53397316
493904761.9,5.896505698,18.19635857,-10.33272686
494666666.7,5.982744835,18.12350809,-10.11494448
495428571.4,5.951511788,18.16810919,-9.894155197
496190476.2,5.818101253,18.31486723,-9.673316465
496952381,5.619177228,18.52711829,-9.453833443
497714285.7,5.398850032,18.76075209,-9.227103238
498476190.5,5.140384513,19.03250387,-9.001513853
499238095.2,4.878206353,19.307948,-8.77923926
500000000,4.61475317,19.58464692,-8.562113572
500000000,4.594860372,19.60453972,-8.562113572
504920634.9,4.386031347,19.89843105,-7.813577189
509841269.8,4.72010401,19.64859573,-12.89684063
514761904.8,5.503927844,18.94820014,-18.24442621
519682539.7,6.186253772,18.34850874,-17.16587273
524603174.6,6.519250558,18.09736773,-16.10229292
529523809.5,6.594452621,18.10325723,-17.66357016
534444444.4,6.603954657,18.17409668,-21.84229808
539365079.4,6.492206606,18.3654499,-25.85137626
544285714.3,6.375520478,18.56101823,-27.41857459
549206349.2,6.279120718,18.73559027,-27.66489879
554126984.1,6.314363571,18.77782242,-24.29716346
559047619,6.261915992,18.90706005,-20.26157908
563968254,6.157432551,19.08766061,-16.43411891
568888888.9,6.028742257,19.29180677,-13.35217293
573809523.8,5.944899357,19.45045569,-11.64876972
578730158.7,5.84734547,19.62217683,-10.28267619
583650793.7,5.628033488,19.91502812,-9.220725098
588571428.6,5.352928002,20.26305552,-8.305280977
593492063.5,5.207843348,20.48045497,-8.99123289
598412698.4,5.331845097,20.42817092,-14.25907762
603333333.3,5.663206008,20.1679404,-18.16193096
608253968.3,6.219600909,19.68209811,-17.04855348
613174603.2,6.510333847,19.46134933,-16.9098025
618095238.1,6.618323015,19.42278494,-18.8531668
623015873,6.539883356,19.57009888,-20.66535125
627936507.9,6.616059225,19.56225544,-23.02219323
632857142.9,6.640303061,19.60581066,-24.4138321
637777777.8,6.579069179,19.73431848,-24.07178222
642698412.7,6.42098465,19.9591599,-20.85258195
647619047.6,6.299709038,20.14668324,-18.60080853
652539682.5,6.171847161,20.34029139,-17.04724732
657460317.5,5.992861873,20.58452903,-16.27572934
662380952.4,5.846498377,20.79565833,-16.06140369
667301587.3,5.629339171,21.07710399,-14.37935935
672222222.2,5.41027344,21.35998386,-12.26185115
677142857.1,5.184383404,21.64922263,-10.92613598
682063492.1,5.143543622,21.75295246,-9.938121859
686984127,5.015966111,21.94296794,-9.017949131
691904761.9,4.839046551,22.18187984,-8.540594457
696825396.8,4.945317452,22.13716196,-9.738108017
701746031.7,5.359094328,21.78450498,-13.54203287
706666666.7,6.062911821,21.1413803,-15.95065872
711587301.6,6.68797696,20.57658683,-17.27110026
716507936.5,6.95567746,20.36874265,-19.31452664
721428571.4,6.939499118,20.44436764,-21.57968637
726349206.3,6.895986238,20.54692309,-23.72046343
731269841.3,6.831809818,20.66974344,-24.25399399
736190476.2,6.754182576,20.80562132,-24.42135139
741111111.1,6.599689479,21.01797701,-22.9583071
746031746,6.425787475,21.24935869,-20.61086728
750952381,6.294557951,21.43769002,-19.04618566
755873015.9,6.219093333,21.5698835,-18.01223161
760793650.8,6.148944624,21.69639297,-17.60751272
765714285.7,5.987967357,21.91336764,-17.16434424
770634920.6,5.741468616,22.21550508,-16.33431402
775555555.6,5.525531722,22.48672654,-14.9947837
780476190.5,5.406948714,22.66024446,-13.77033788
785396825.4,5.426941461,22.69484137,-12.99788122
790317460.3,5.510294281,22.66573726,-12.43843181
795238095.2,5.3669926,22.86295093,-11.71763284
800158730.2,4.979943896,23.30357906,-10.90767524
805079365.1,4.368758494,23.96801541,-10.15367597
810000000,3.873497193,24.51620318,-9.307170866
814920634.9,3.636919941,24.80538636,-8.856648451
819841269.8,3.930302837,24.56429269,-10.47236145
824761904.8,4.516268137,24.03030372,-13.87401145
829682539.7,5.114178828,23.48406018,-16.4430916
834603174.6,5.508614774,23.14098587,-17.43357662
839523809.5,5.791645886,22.90901447,-18.38421985
844444444.4,6.010583579,22.74083808,-19.73263407
849365079.4,6.200626063,22.60126197,-21.97233649
854285714.3,6.305558542,22.54650434,-25.75463677
859206349.2,6.317058667,22.58489089,-30.79011421
864126984.1,6.20341655,22.74813479,-30.0417585
869047619,6.075580648,22.92529083,-25.90680053
873968254,5.888595927,23.16131723,-23.18949533
878888888.9,5.826976878,23.2717026,-20.74251221
883809523.8,5.726711149,23.42046239,-17.65663158
888730158.7,5.742788842,23.45260952,-15.86910289
893650793.7,5.741959643,23.50139726,-15.34262998
898571428.6,5.715161019,23.57589109,-15.03599177
903492063.5,5.523775074,23.81471177,-14.64289391
908412698.4,5.162176617,24.22348731,-14.20729647
913333333.3,4.989479306,24.44310686,-13.99816757
918253968.3,5.050571215,24.42868506,-13.78019978
923174603.2,5.411180777,24.11449619,-13.4801903
928095238.1,5.506122201,24.06572869,-13.05466927
933015873,5.369670117,24.24811053,-12.29941764
937936507.9,5.051156055,24.61231276,-11.47636108
942857142.9,4.864262511,24.8446554,-10.54659104
947777777.8,4.782221242,24.97190919,-9.468701517
952698412.7,4.813219632,24.9858892,-8.717973538
957619047.6,4.861158377,24.98269714,-9.08103439
962539682.5,5.035101176,24.85327169,-10.59412599
967460317.5,5.333337624,24.59932559,-12.38523253
972380952.4,5.814452525,24.16227633,-13.90917197
977301587.3,6.215125767,23.80544632,-15.37060034
982222222.2,6.472666997,23.59152811,-16.83448805
987142857.1,6.552245778,23.55535437,-18.2828193
992063492.1,6.578881522,23.57190784,-19.90209539
996984127,6.628110762,23.56565412,-22.04888764
1001904762,6.636589673,23.59993914,-23.76730243
1006825397,6.60893574,23.6701475,-23.29557851
1011746032,6.516349269,23.80508092,-21.50432345
1016666667,6.342400269,24.02117142,-20.20746473
1021587302,6.137511484,24.26799824,-19.49795236
1026507937,5.847320335,24.5999259,-18.59939382
1031428571,5.678893909,24.80988924,-17.7671294
1036349206,5.61967239,24.91044999,-17.30639324
1041269841,5.744539956,24.82672584,-17.00276775
1046190476,5.839408687,24.77280656,-16.8206513
1051111111,5.909004575,24.74396796,-16.70190531
1056031746,5.914331015,24.77920846,-16.47514371
1060952381,5.869188321,24.86472951,-15.89665431
1065873016,5.843109764,24.93099959,-15.3054684
1070793651,5.792436668,25.02167908,-14.72609696
1075714286,5.777918114,25.07602061,-13.87031382
1080634921,5.660350471,25.23322948,-13.11101618
1085555556,5.43784701,25.49519408,-12.37296606
1090476190,5.079703106,25.89262065,-11.47855335
1095396825,4.714385542,26.29704402,-10.77655583
1100317460,4.411195193,26.6391649,-10.24311417
1105238095,4.030202848,27.05891407,-9.729323226
1110158730,3.613042261,27.51465931,-9.398996249
1115079365,3.258735458,27.90738012,-9.594038414
1120000000,3.1891996,28.01516085,-10.5902818
1124920635,3.479583315,27.76285435,-12.50166505
1129841270,3.979429203,27.30091948,-14.72390097
1134761905,4.443438339,26.87465661,-16.65069219
1139682540,4.745131039,26.61054686,-18.16955202
1144603175,4.877877492,26.51522143,-18.94354471
1149523810,4.926319759,26.50403966,-19.37056149
1154444444,4.961911302,26.50554946,-19.90123896
1159365079,5.057128043,26.44727626,-20.82347822
1164285714,5.236993227,26.30419815,-21.956085
1169206349,5.427853803,26.1499695,-23.34687834
1174126984,5.518167002,26.09613438,-25.44736848
1179047619,5.515822795,26.13480412,-27.18453155
1183968254,5.541816331,26.14498482,-26.16181851
1188888889,5.674937049,26.04788832,-24.00405163
1193809524,5.836746553,25.92195423,-21.70951016
1198730159,5.884291879,25.91013676,-20.13974148
1203650794,5.84510738,25.98490275,-18.82225349
1208571429,5.782370957,26.0830755,-17.37921901
1213492063,5.804289751,26.09644905,-15.94460048
1218412698,5.759327524,26.17656081,-14.80489592
1223333333,5.71222711,26.25866908,-14.27996327
1228253968,5.562693391,26.44307013,-14.06314296
1233174603,5.541510806,26.49898063,-13.99467054
1238095238,5.520123716,26.55495735,-14.16800781
1243015873,5.561330452,26.54820304,-14.47298789
1247936508,5.3920226,26.7518272,-14.54064975
1252857143,5.093143929,27.08488714,-14.39854735
1257777778,4.737543968,27.47453438,-14.40437788
1262698413,4.595845401,27.65014729,-14.54925911
1267619048,4.474428905,27.80534622,-14.35474362
1272539683,4.247218863,28.06620782,-13.87133316
1277460317,3.88386017,28.46308819,-13.13667037
1282380952,3.738119883,28.64222129,-12.34373279
1287301587,3.720416953,28.69318914,-11.42458449
1292222222,3.621856584,28.82488752,-10.57895302
1297142857,3.303740964,29.17601521,-9.862759619
1302063492,3.019208711,29.49343453,-9.420800742
1306984127,2.937952324,29.60745394,-9.450682615
1311904762,3.129355376,29.44869079,-10.07067817
1316825397,3.502155512,29.10840837,-11.10683125
1321746032,4.091993868,28.55096644,-12.23980759
1326666667,4.566914371,28.10832198,-13.07731903
1331587302,4.885686184,27.82170671,-13.80283257
1336507937,4.979760231,27.75967061,-14.64142905
1341428571,5.051274859,27.72007619,-15.37093247
1346349206,5.016285145,27.78686923,-16.07898864
1351269841,4.986593615,27.84824806,-16.6638479
1356190476,5.025769593,27.84064421,-17.04633397
1361111111,5.177796654,27.72007493,-17.19821455
1366031746,5.352415849,27.5768,-17.27591361
1370952381,5.4942275,27.4662199,-17.50313328
1375873016,5.630255577,27.36131149,-17.76768354
1380793651,5.823170882,27.19940475,-18.34389937
1385714286,5.957464279,27.09600961,-19.52558484
1390634921,6.094063016,26.9901996,-20.92266873
1395555556,6.128836983,26.98610562,-21.64867995
1400476190,6.163420691,26.9820939,-21.23358405
1405396825,6.050296682,27.12568268,-20.791247
1410317460,5.861540422,27.34479723,-19.86481106
1415238095,5.689790678,27.54679953,-18.58925006
1420158730,5.655727562,27.6110102,-17.61904575
1425079365,5.704902761,27.59187827,-16.63431826
1430000000,5.66844277,27.65827798,-15.77052186
1434920635,5.544971618,27.811586,-15.19941527
1439841270,5.421892596,27.96439975,-14.70862446
1444761905,5.269506994,28.14641864,-14.52875842
1449682540,5.203679294,28.24177887,-14.59953427
1454603175,5.075506112,28.39938451,-14.75819517
1459523810,5.087196543,28.41702714,-14.88671119
1464444444,5.014763379,28.51869464,-14.95902301
1469365079,5.067220343,28.49537394,-15.02316459
1474285714,5.04478872,28.54684443,-15.01640925
1479206349,4.963764892,28.65681035,-14.80818584
1484126984,4.795468984,28.85395224,-14.45540159
1489047619,4.563406578,29.11476515,-13.86193214
1493968254,4.444413273,29.26241411,-12.98760794
1498888889,4.290300688,29.44508812,-12.05131608
1503809524,4.154632856,29.60922376,-11.20929181
1508730159,4.020057765,29.77217367,-10.4673511
1513650794,3.862149243,29.95836462,-9.898153659
1518571429,3.822337093,30.0263674,-9.660579554
1523492063,3.556853016,30.31995091,-9.609207273
1528412698,3.24472497,30.66008778,-9.925460437
1533333333,2.865154928,31.06757661,-10.66109961
1538253968,2.857551076,31.10300981,-11.82575696
1543174603,3.154438966,30.83386238,-13.270351
1548095238,3.638372112,30.37758138,-14.90142807
1553015873,4.111027643,29.93249025,-16.68761616
1557936508,4.430397973,29.64059712,-18.22794369
1562857143,4.56552207,29.53286357,-19.5581145
1567777778,4.541686198,29.58400389,-20.77556848
1572698413,4.458674757,29.69423421,-21.55219918
1577619048,4.448166051,29.73187677,-21.98328485
1582539683,4.449482697,29.75760948,-22.34312928
1587460317,4.620112291,29.61394527,-22.67304156
1592380952,4.779471018,29.48146846,-23.05179128
1597301587,4.947986742,29.33975172,-23.7535062
1602222222,4.936194363,29.37826066,-25.33293859
1607142857,4.961134293,29.37995536,-27.72848494
1612063492,5.073749014,29.29389384,-30.29275881
1616984127,5.18101833,29.2130968,-32.0412352
1621904762,5.20514992,29.21535706,-30.38193946
1626825397,5.143101617,29.30371726,-26.88179856
1631746032,5.193022177,29.28002913,-23.75202727
1636666667,5.215565438,29.28363931,-21.2741939
1641587302,5.164840996,29.36043868,-19.49022843
1646507937,5.025573153,29.52570342,-18.26682832
1651428571,4.929173051,29.64802283,-17.21037985
1656349206,4.946046146,29.65699193,-16.20121539
1661269841,4.981145589,29.64765803,-15.35329198
1666190476,5.040853026,29.61363993,-14.67593964
1671111111,5.085877152,29.59422938,-14.43987677
1676031746,4.96592634,29.73971847,-14.54181009
1680952381,4.785902472,29.94520574,-14.58817512
1685873016,4.530833396,30.22566379,-14.47598364
1690793651,4.4917965,30.29001567,-14.20502138
1695714286,4.370518624,30.43653495,-14.06712038
1700634921,4.279043839,30.55317801,-14.03452676
1705555556,4.188145317,30.66917209,-14.13357662
1710476190,4.314107044,30.56823362,-14.22349852
1715396825,4.468583894,30.43870815,-14.20685637
1720317460,4.631306821,30.30086512,-14.11592386
1725238095,4.777088195,30.17989259,-14.04714394
1730158730,4.898789486,30.08292948,-13.96339219
1735079365,4.891287255,30.11509964,-13.6773442
1740000000,4.769194066,30.2617909,-13.29528364
1744920635,4.611495226,30.44401834,-13.03446899
1749841270,4.519108018,30.56086508,-12.72979248
1754761905,4.403306734,30.70105722,-12.42965464
1759682540,4.33188534,30.79680116,-12.22012646
1764603175,4.20542445,30.94751667,-11.92796586
1769523810,3.996132988,31.18099522,-11.55232112
1774444444,3.777024904,31.42422323,-11.13292942
1779365079,3.609991357,31.61530991,-10.6958882
1784285714,3.69450055,31.55478742,-10.35513055
1789206349,3.838182077,31.43502654,-10.14178894
1794126984,3.972710123,31.32435344,-10.1395329
1799047619,4.029914642,31.29093854,-10.30906316
1803968254,4.158255254,31.18632256,-10.59259927
1808888889,4.392911933,30.97532589,-10.99269118
1813809524,4.642410929,30.74942263,-11.42046826
1818730159,4.880456251,30.53490912,-11.7971064
1823650794,5.000775913,30.43805769,-12.12692169
1828571429,5.101270064,30.36096853,-12.56065399
1833492063,5.117627294,30.36795339,-13.13723009
1838412698,5.237388783,30.27147144,-13.7732738
1843333333,5.409242473,30.12283506,-14.46906626
1848253968,5.493758896,30.06147405,-15.22440619
1853174603,5.398895364,30.17943143,-15.86868761
1858095238,5.148241493,30.45311791,-16.3304635
1863015873,4.927742589,30.69658851,-16.57047178
1867936508,4.766460686,30.88078152,-16.79811343
1872857143,4.694762729,30.9753303,-16.98046146
1877777778,4.719135843,30.97374806,-17.07561424
1882698413,4.768762308,30.94685282,-17.09812347
1887619048,4.814294249,30.92399277,-17.01294928
1892539683,4.682152633,31.07874726,-16.92937978
1897460317,4.663475678,31.11997836,-16.80667413
1902380952,4.75576351,31.05018627,-16.70616167
1907301587,5.019169253,30.80921815,-16.80054865
1912222222,5.13818077,30.71258645,-17.28612506
1917142857,5.122730284,30.75035923,-17.97989547
1922063492,5.088705379,30.80664922,-18.64547583
1926984127,5.002327655,30.91523509,-19.03730089
1931904762,4.919414687,31.02029957,-19.05565545
1936825397,4.812712761,31.14909666,-19.04476102
1941746032,4.734922122,31.2489264,-18.89676692
1946666667,4.691623229,31.31420862,-18.36310192
1951587302,4.633663647,31.39409603,-17.63832412
1956507937,4.692084525,31.35754775,-17.03355631
1961428571,4.61686299,31.45458695,-16.39843832
1966349206,4.479952305,31.61326064,-15.62863496
1971269841,4.327115228,31.78780632,-15.0006728
1976190476,4.376909149,31.75966689,-14.48253436
1981111111,4.494389299,31.66378738,-14.1646424
1986031746,4.581879318,31.59784441,-14.22076425
1990952381,4.668010469,31.53320699,-14.38624148
1995873016,4.724682471,31.49797566,-14.66298696
2000793651,4.706966677,31.53707933,-15.04330844
2005714286,4.529966693,31.73541466,-15.44812946
2010634921,4.391247853,31.89541657,-15.71313855
2015555556,4.303741296,32.00415417,-15.8240735
2020476190,4.244814419,32.08426032,-15.87564244
2025396825,4.197710571,32.15249193,-15.86847878
2030317460,4.21535357,32.15592542,-15.5992561
2035238095,4.354918467,32.037386,-15.10828027
2040158730,4.437343011,31.97593615,-14.49409799
2045079365,4.489302759,31.94490058,-13.85179295
2050000000,4.499209206,31.95586802,-13.20295466
2054920635,4.517429596,31.95847147,-12.6213247
2059841270,4.485766333,32.01090877,-12.19009181
2064761905,4.289073563,32.22832601,-11.91982247
2069682540,4.03089594,32.50717878,-11.72241584
2074603175,3.66061129,32.89808947,-11.59785164
2079523810,3.294150287,33.28512766,-11.63355458
2084444444,2.965538954,33.63426754,-11.85796682
2089365079,2.658696581,33.96159006,-12.10000591
2094285714,2.492064279,34.14865433,-12.34210634
2099206349,2.395677568,34.26542506,-12.67539543
2104126984,2.54233121,34.13910771,-13.08848681
2109047619,2.746861951,33.95486576,-13.53163695
2113968254,2.993801272,33.72816795,-14.03556946
2118888889,3.154013695,33.58814998,-14.61419298
2123809524,3.331851821,33.43045946,-15.18312902
2128730159,3.546859523,33.23555274,-15.77432238
2133650794,3.800877609,33.00158922,-16.42454814
2138571429,3.963039484,32.85943572,-16.98714132
2143492063,4.083892828,32.75854477,-17.31852607
2148412698,4.189037358,32.67331685,-17.65038079
2153333333,4.370242422,32.51198284,-18.27446494
2158253968,4.514083426,32.38796754,-18.91907505
2163174603,4.606462117,32.31536939,-19.60834487
2168095238,4.654511807,32.2870553,-20.65535726
2173015873,4.728008121,32.23324985,-21.74763538
2177936508,4.770053276,32.21085102,-22.65890109
2182857143,4.765664396,32.23484189,-22.98602978
2187777778,4.693523674,32.32654046,-22.99383412
2192698413,4.657172656,32.38240539,-22.74530132
2197619048,4.671323673,32.38772454,-22.23897095
2202539683,4.6015339,32.47694093,-21.54429479
2207460317,4.547565872,32.55029223,-20.90948406
2212380952,4.466634269,32.65056395,-20.40796614
2217301587,4.553325732,32.58316963,-20.17210624
2222222222,4.632114641,32.52363508,-19.94317908
2227142857,4.75679139,32.41817011,-19.82772276
2232063492,4.83444354,32.35968734,-20.04514965
2236984127,4.884543715,32.32871433,-20.47390484
2241904762,4.877496889,32.3548463,-20.70144579
2246825397,4.910777074,32.34060941,-20.8281607
2251746032,4.856583165,32.41380496,-20.93964519
2256666667,4.723808318,32.56553996,-20.81965337
2261587302,4.575698892,32.73256825,-20.47031737
2266507937,4.620230428,32.70691445,-20.15222412
2271428571,4.783096789,32.5628849,-19.95409797
2276349206,4.871368585,32.49340914,-19.50607051
2281269841,4.838642825,32.54489036,-18.87622694
2286190476,4.778908439,32.62333979,-18.13836435
2291111111,4.704182752,32.71674028,-17.50109377
2296031746,4.646740281,32.79281749,-16.97604667
2300952381,4.560360116,32.8977925,-16.60327538
2305873016,4.62045536,32.85625238,-16.33409858
2310793651,4.679630171,32.81559314,-16.08136213
2315714286,4.823066408,32.69063309,-15.9354015
2320634921,4.820218529,32.71191793,-15.81346937
2325555556,4.859472919,32.69106146,-15.6757352
2330476190,4.877785935,32.69110747,-15.44634914
2335396825,4.911070148,32.67614356,-15.32921271
2340317460,4.827750332,32.77774512,-15.25282578
2345238095,4.651220486,32.97251832,-15.21839874
2350158730,4.51364046,33.12830345,-15.2114537
2355079365,4.472222756,33.18788819,-15.15896419
2360000000,4.448119966,33.23012009,-14.94021452
2364920635,4.504813858,33.19151756,-14.59170856
2369841270,4.480812402,33.23357276,-14.24181928
2374761905,4.520407294,33.21199418,-14.010429
2379682540,4.424702628,33.32567785,-13.82852298
2384603175,4.528348228,33.23997413,-13.72098998
2389523810,4.609661329,33.17656592,-13.6466581
2394444444,4.748595758,33.05549954,-13.54189008
2399365079,4.687489527,33.13443715,-13.40258251
2404285714,4.472073757,33.36764776,-13.2534106
2409206349,4.158267031,33.69921295,-13.14065949
2414126984,3.814440985,34.06076122,-13.05040898
2419047619,3.74165618,34.15123217,-12.92397801
2423968254,3.689442651,34.2210959,-12.74587566
2428888889,3.701509858,34.22664311,-12.46800461
2433809524,3.526847032,34.41888469,-12.09940687
2438730159,3.459636803,34.50363818,-11.68540564
2443650794,3.384576541,34.59620634,-11.32552808
2448571429,3.332848553,34.665407,-11.00323834
2453492063,3.367514485,34.64817866,-10.75097174
2458412698,3.527189947,34.50590586,-10.60228691
2463333333,3.864187031,34.18627664,-10.56954391
2468253968,3.978393846,34.08940303,-10.63334739
2473174603,4.024508094,34.06058747,-10.74720901
2478095238,4.000425387,34.10193448,-10.91933198
2483015873,4.118842679,34.00074724,-11.07506483
2487936508,4.264212465,33.87257339,-11.24844591
2492857143,4.338770072,33.81517775,-11.47706532
2497777778,4.396131186,33.77494476,-11.68345475
2502698413,4.284587212,33.90358315,-11.93580994
2507619048,4.116227702,34.0890035,-12.24546074
2512539683,3.999166729,34.22309186,-12.52357892
2517460317,4.122392219,34.11686045,-12.73501088
2522380952,4.370705968,33.8855076,-12.8934435
2527301587,4.514756155,33.75838525,-13.02473166
2532222222,4.53182498,33.75821133,-13.09502245
2537142857,4.551576011,33.75532242,-13.20105653
2542063492,4.612705232,33.71102264,-13.33643263
2546984127,4.586706553,33.75381822,-13.47891068
2551904762,4.490976265,33.86631298,-13.67143182
2556825397,4.445686073,33.92833536,-13.86292572
2561746032,4.597892774,33.79282867,-14.16131797
2566666667,4.685547145,33.72184226,-14.59968622
2571587302,4.717958989,33.70606646,-14.99837665
2576507937,4.682906242,33.75772345,-15.4275346
2581428571,4.773850263,33.68335199,-15.95442435
2586349206,4.76510183,33.70864142,-16.43233108
2591269841,4.711889752,33.77836306,-16.87022139
2596190476,4.656086556,33.85064449,-17.28222278
2601111111,4.650249257,33.87292883,-17.63303873
2606031746,4.537133167,34.00246087,-17.97119738
2610952381,4.400772231,34.15520679,-18.13731234
2615873016,4.434107369,34.13822579,-18.20884136
2620793651,4.680066528,33.90859003,-18.15589248
2625714286,4.864999732,33.73994961,-17.91903556
2630634921,4.888858717,33.7323529,-17.72396145
2635555556,4.799869671,33.83757383,-17.65533596
2640476190,4.715319494,33.93832562,-17.67810626
2645396825,4.635767696,34.03404886,-17.89803348
2650317460,4.614854013,34.07110394,-18.19189887
2655238095,4.661489881,34.04057953,-18.36168166
2660158730,4.686728692,34.03142234,-18.5294991
2665079365,4.642286329,34.0919166,-18.82362166
2670000000,4.546607947,34.20361728,-19.13770741
2674920635,4.565235351,34.20098267,-19.49096148
2679841270,4.500195417,34.281986,-19.71600841
2684761905,4.42010509,34.37801045,-19.82766264
2689682540,4.320160798,34.49385968,-19.64626277
2694603175,4.337170915,34.49272543,-19.24011553
2699523810,4.343036431,34.50270681,-18.78841974
2704444444,4.226988011,34.63457328,-18.32815896
2709365079,4.136759345,34.74059123,-17.92561716
2714285714,4.071137026,34.82197419,-17.60051757
2719206349,4.157998165,34.75084515,-17.35821652
2724126984,4.22642667,34.69812029,-17.3592493
2729047619,4.310400878,34.6298214,-17.3322292
2733968254,4.238795145,34.7170742,-17.31555251
2738888889,4.131663587,34.8398247,-17.36307833
2743809524,4.127452537,34.85962665,-17.61006771
2748730159,4.280436777,34.72220537,-17.98516345
2753650794,4.5441522,34.47402508,-18.4195201
2758571429,4.628432442,34.40525223,-18.77977448
2763492063,4.532110641,34.51705379,-18.90760183
2768412698,4.300840743,34.76377591,-18.73518852
2773333333,4.229570704,34.85047073,-18.39484765
2778253968,4.309455808,34.78598306,-17.81391934
2783174603,4.44118527,34.66962379,-17.17448048
2788095238,4.479372046,34.64678005,-16.6022877
2793015873,4.396042839,34.74542524,-16.07892379
2797936508,4.339017446,34.81773966,-15.64495149
2802857143,4.180578946,34.99144031,-15.27911133
2807777778,4.103695726,35.08355892,-14.97763748
2812698413,4.033094593,35.16936877,-14.73403233
2817619048,4.063368579,35.15427691,-14.62486267
2822539683,4.044611496,35.18818963,-14.60990273
2827460317,3.900751385,35.34717898,-14.63718025
2832380952,3.749082697,35.51395061,-14.6477868
2837301587,3.580360924,35.6977491,-14.58766374
2842222222,3.485519844,35.80764077,-14.50446744
2847142857,3.294540825,36.01364435,-14.33918806
2852063492,3.059221493,36.2639623,-14.07702693
2856984127,2.79033101,36.54782554,-13.74035966
2861904762,2.666184966,36.68691858,-13.34943785
2866825397,2.614568403,36.75345646,-12.96484634
2871746032,2.531842392,36.8510782,-12.54669295
2876666667,2.41286667,36.98492415,-12.17605036
2881587302,2.247935529,37.1647001,-11.9469306
2886507937,2.252897592,37.17455753,-11.8444151
2891428571,2.271163431,37.17108593,-11.8713976
2896349206,2.368115253,37.0889032,-12.08138762
2901269841,2.268716956,37.20304551,-12.45027161
2906190476,2.225991932,37.26048957,-12.89847642
2911111111,2.293639191,37.20753645,-13.40074674
